ts,pwrA,rpwrA,curA,apwrA,screA
1588750246525,0.1321,4.2274,0.0187,4.3921,2.544
1588750246545,0.1486,3.3275,0.0187,4.3921,2.588
1588750246565,0.1486,0.5449,0.0187,4.4086,2.588
1588750246585,0.1321,-0.3569,0.0187,4.4086,2.588
1588750246605,0.1321,3.4278,0.0187,4.4086,2.667
1588750246625,0.1651,-3.2837,0.0187,4.4086,2.667
1588750246645,0.1816,-0.6209,0.0187,4.3921,2.667
1588750246665,0.1486,-0.6169,0.0186,4.3755,2.667
1588750246685,0.1156,4.304,0.0186,4.3755,1.89
1588750246705,0.0826,3.533,0.0185,4.359,1.89
1588750246725,0.066,1.1515,0.0185,4.359,1.89
1588750246745,0.0991,1.2824,0.0185,4.3425,3.077
1588750246765,0.1486,4.1439,0.0185,4.3425,3.077
1588750246785,0.1816,2.8184,0.0185,4.3425,2.713
1588750246805,0.1816,-2.1908,0.0185,4.359,2.713
1588750246825,0.1321,4.3011,0.0185,4.359,2.541
1588750246845,0.1156,3.7109,0.0185,4.359,2.541
1588750246865,0.0991,4.3422,0.0185,4.359,2.541
1588750246885,0.0826,2.4248,0.0186,4.3755,2.577
1588750246905,0.1156,2.8878,0.0187,4.3921,2.577
1588750246925,0.1651,-4.2972,0.0188,4.4086,2.239
1588750246945,0.2146,2.201,0.0188,4.4251,2.239
1588750246965,0.2312,0.7973,0.0189,4.4416,2.957
1588750246985,0.2972,0.7988,0.0189,4.4581,2.957
1588750247005,0.3467,-2.2053,0.019,4.4581,2.957
1588750247025,0.3633,4.2273,0.019,4.4746,2.388
1588750247045,0.3302,4.1752,0.019,4.4746,2.388
1588750247065,0.2807,3.0387,0.019,4.4746,2.388
1588750247085,0.2807,3.0373,0.019,4.4581,2.388
1588750247105,0.2477,2.9802,0.0189,4.4416,3.127
1588750247125,0.1816,4.4328,0.0188,4.4251,3.127
1588750247145,0.1816,4.4117,0.0188,4.4086,2.02
1588750247165,0.2146,-1.4289,0.0187,4.3921,2.02
1588750247185,0.2477,3.3373,0.0186,4.3755,2.02
1588750247205,0.3137,0.0054,0.0186,4.3755,2.393
1588750247225,0.3633,4.0071,0.0186,4.3755,2.393
1588750247245,0.3963,3.3791,0.0186,4.3755,1.778
1588750247265,0.4128,0.7924,0.0186,4.3755,1.778
1588750247285,0.4293,4.0784,0.0186,4.359,1.778
1588750247305,0.4293,4.0745,0.0185,4.359,2.209
1588750247325,0.3963,0.331,0.0185,4.359,2.209
1588750247345,0.3467,4.353,0.0185,4.359,2.934
1588750247365,0.3137,2.3183,0.0185,4.3425,2.934
1588750247385,0.2807,4.3451,0.0185,4.3425,1.794
1588750247405,0.2312,3.7591,0.0185,4.3425,1.794
1588750247425,0.1981,3.2384,0.0185,4.3425,1.354
1588750247445,0.1486,4.045,0.0185,4.3425,1.354
1588750247465,0.1321,4.2864,0.0185,4.3425,1.354
1588750247485,0.1651,3.5187,0.0185,4.3425,2.345
1588750247505,0.2146,2.9817,0.0185,4.3425,2.639
1588750247525,0.2312,4.3396,0.0185,4.3425,2.639
1588750247545,0.2146,3.9984,0.0185,4.3425,2.639
1588750247565,0.1981,4.325,0.0185,4.3425,2.613
1588750247585,0.1651,4.3374,0.0184,4.326,2.613
1588750247605,0.1156,4.0076,0.0184,4.326,2.911
1588750247625,0.0826,3.5308,0.0184,4.326,2.911
1588750247645,0.066,3.5374,0.0184,4.326,2.911
1588750247665,0.0495,4.3461,0.0185,4.3425,2.921
1588750247685,0.0165,3.277,0.0185,4.359,2.921
1588750247705,0.0,2.8066,0.0185,4.359,2.642
1588750247725,0.0495,2.8066,0.0185,4.359,2.642
1588750247745,0.066,1.1701,0.0186,4.359,2.642
1588750247765,0.0826,3.9298,0.0186,4.359,2.617
1588750247785,0.066,1.838,0.0186,4.3755,2.617
1588750247805,0.0495,3.2212,0.0186,4.3755,2.067
1588750247825,0.0165,3.9481,0.0186,4.3755,2.067
1588750247845,-0.0165,4.3844,0.0186,4.3755,1.71
1588750247865,0.0,3.2984,0.0186,4.3921,1.71
1588750247885,0.0165,3.6908,0.0186,4.3921,1.708
1588750247905,0.0495,0.7829,0.0187,4.3921,1.708
1588750247925,0.066,3.9501,0.0187,4.3921,1.706
1588750247945,0.0991,-4.1248,0.0186,4.3921,1.706
1588750247965,0.1156,4.2617,0.0186,4.3755,2.135
1588750247985,0.1156,1.1045,0.0185,4.359,2.135
1588750248005,0.1486,2.8401,0.0185,4.3425,2.999
1588750248025,0.1651,1.6633,0.0184,4.3095,2.999
1588750248045,0.1816,3.8793,0.0183,4.293,2.999
1588750248065,0.1651,4.2958,0.0183,4.293,2.071
1588750248085,0.2146,3.3563,0.0183,4.293,2.071
1588750248105,0.2642,3.5662,0.0184,4.3095,2.534
1588750248126,0.2807,0.6541,0.0185,4.359,2.534
1588750248146,0.2642,2.6459,0.0186,4.3755,1.81
1588750248166,0.2312,4.2691,0.0187,4.4086,1.793
1588750248186,0.1981,1.2472,0.0188,4.4251,1.793
1588750248206,0.1981,3.4072,0.0188,4.4251,2.34
1588750248226,0.2146,3.4821,0.0189,4.4416,2.34
1588750248246,0.2807,0.3652,0.0189,4.4416,2.331
1588750248266,0.3467,0.6374,0.0189,4.4581,2.331
1588750248286,0.4293,-1.7568,0.019,4.4581,2.078
1588750248306,0.4293,0.9502,0.019,4.4581,2.078
1588750248326,0.4458,4.3217,0.0189,4.4416,2.385
1588750248346,0.4128,4.4273,0.0188,4.4251,2.385
1588750248366,0.3798,4.4101,0.0188,4.4086,3.823
1588750248386,0.3467,4.356,0.0187,4.3921,3.823
1588750248406,0.3302,3.7507,0.0186,4.3755,3.823
1588750248426,0.2972,2.0167,0.0186,4.359,1.935
1588750248446,0.2477,3.0805,0.0185,4.359,1.935
1588750248466,0.2312,2.3258,0.0185,4.3425,2.079
1588750248486,0.2477,3.5503,0.0185,4.3425,2.079
1588750248506,0.2807,-0.2337,0.0184,4.326,2.292
1588750248526,0.3137,4.0774,0.0184,4.3095,2.292
1588750248546,0.2972,3.7825,0.0183,4.3095,2.042
1588750248566,0.2642,3.7427,0.0183,4.293,2.042
1588750248586,0.2146,4.3038,0.0183,4.3095,2.107
1588750248606,0.1816,0.1004,0.0183,4.293,2.107
1588750248626,0.1981,2.3228,0.0183,4.293,2.266
1588750248646,0.2477,2.8429,0.0183,4.2765,2.266
1588750248666,0.2807,-2.3025,0.0182,4.2765,1.257
1588750248686,0.2972,0.6162,0.0182,4.26,1.257
1588750248706,0.2972,3.0862,0.0181,4.26,1.257
1588750248726,0.2972,-4.2564,0.0182,4.26,2.377
1588750248746,0.3137,3.943,0.0182,4.2765,2.377
1588750248766,0.3137,0.5221,0.0182,4.2765,2.116
1588750248786,0.3137,3.4255,0.0183,4.293,2.116
1588750248806,0.2972,4.0356,0.0183,4.293,2.116
1588750248826,0.3302,1.8748,0.0183,4.293,3.84
1588750248846,0.3467,0.7692,0.0182,4.2765,3.84
1588750248866,0.3302,3.2706,0.0182,4.2765,2.125
1588750248886,0.3137,4.2492,0.0183,4.293,2.125
1588750248906,0.2807,4.2536,0.0183,4.293,2.125
1588750248926,0.2642,3.5555,0.0183,4.3095,2.601
1588750248946,0.2312,4.2985,0.0184,4.3095,2.601
1588750248966,0.2477,2.2619,0.0185,4.326,2.044
1588750248986,0.2807,3.5537,0.0185,4.3425,2.044
1588750249006,0.2477,4.1457,0.0186,4.3755,2.74
1588750249026,0.1651,4.2301,0.0187,4.3921,2.74
1588750249046,0.0991,4.2544,0.0188,4.4251,2.74
1588750249066,0.0495,0.3924,0.0189,4.4416,2.74
1588750249086,0.0495,3.0434,0.019,4.4581,2.298
1588750249106,0.033,3.0434,0.019,4.4581,2.298
1588750249126,0.0826,3.1259,0.0189,4.4416,2.607
1588750249146,0.0826,3.1847,0.0188,4.4251,2.607
1588750249166,0.0991,3.1723,0.0188,4.4086,2.947
1588750249186,0.1486,-4.3331,0.0187,4.3755,2.947
1588750249206,0.2312,3.5514,0.0186,4.359,2.947
1588750249226,0.2807,3.579,0.0185,4.359,1.923
1588750249246,0.3302,4.34,0.0185,4.359,1.923
1588750249266,0.3137,3.3516,0.0185,4.3425,1.923
1588750249286,0.2807,3.9993,0.0185,4.3425,1.962
1588750249306,0.2312,1.9189,0.0185,4.3425,1.962
1588750249326,0.1981,3.0512,0.0185,4.3425,3.062
1588750249346,0.1651,1.5957,0.0185,4.3425,3.062
1588750249366,0.1651,1.5989,0.0185,4.359,3.062
1588750249386,0.2146,4.2211,0.0186,4.359,1.629
1588750249406,0.2312,4.2504,0.0186,4.3755,1.629
1588750249426,0.2477,0.0215,0.0186,4.3755,1.626
1588750249446,0.2477,0.2416,0.0186,4.3755,1.626
1588750249466,0.2477,2.9711,0.0186,4.3755,2.557
1588750249486,0.2807,4.3092,0.0186,4.3755,2.557
1588750249506,0.2972,2.6107,0.0187,4.3921,2.549
1588750249526,0.3137,3.0435,0.0186,4.3755,2.549
1588750249546,0.2807,2.1898,0.0186,4.3755,2.337
1588750249566,0.2642,3.4839,0.0186,4.3755,2.337
