ts,pwrA,rpwrA,curA,apwrA,screA
1588747767260,60.8119,45.4181,0.3173,74.2687,1.876
1588747767280,60.8614,45.8758,0.3175,74.3183,1.876
1588747767300,60.8614,47.2415,0.3177,74.3678,1.776
1588747767320,60.8449,47.6151,0.3178,74.3843,1.776
1588747767340,60.8119,46.6939,0.3178,74.3843,1.776
1588747767360,60.7953,47.9504,0.3178,74.3678,1.804
1588747767380,60.7953,47.5314,0.3177,74.3678,1.804
1588747767400,60.8119,46.9509,0.3176,74.3513,1.804
1588747767420,60.8119,46.9459,0.3176,74.3348,1.768
1588747767440,60.8284,47.1599,0.3176,74.3348,1.768
1588747767460,60.8614,44.7954,0.3176,74.3348,1.768
1588747767480,60.8449,45.9564,0.3176,74.3513,1.768
1588747767500,60.8449,46.331,0.3177,74.3678,1.745
1588747767520,60.8284,44.601,0.3178,74.3678,1.745
1588747767540,60.8284,46.2105,0.3179,74.4008,1.745
1588747767560,60.8284,44.3353,0.318,74.4173,1.742
1588747767580,60.7953,44.8608,0.318,74.4338,1.742
1588747767600,60.7788,42.7811,0.318,74.4173,1.742
1588747767620,60.7458,44.6723,0.3178,74.3678,1.742
1588747767640,60.6963,43.8427,0.3175,74.3183,1.695
1588747767660,60.6632,43.3517,0.3172,74.2357,1.695
1588747767680,60.6137,43.5412,0.3169,74.1697,1.695
1588747767700,60.5807,43.122,0.3166,74.1036,1.785
1588747767720,60.6137,41.458,0.3164,74.0376,1.785
1588747767740,60.6632,44.0956,0.3162,74.0045,1.785
1588747767760,60.6798,42.9925,0.3162,74.0045,1.831
1588747767780,60.7293,44.6155,0.3162,74.0211,1.831
1588747767800,60.7458,42.9448,0.3164,74.0541,1.831
1588747767820,60.7293,43.8596,0.3165,74.1036,1.795
1588747767840,60.6963,41.953,0.3167,74.1366,1.795
1588747767860,60.6963,43.3176,0.3169,74.1697,1.795
1588747767880,60.6798,43.2467,0.3169,74.1862,1.795
1588747767900,60.6467,42.2819,0.3169,74.1862,1.765
1588747767920,60.6632,42.7289,0.3169,74.1862,1.765
1588747767940,60.6963,41.964,0.3168,74.1531,1.765
1588747767960,60.7458,42.4867,0.3167,74.1531,1.765
1588747767981,60.7953,43.2919,0.3167,74.1366,1.818
1588747768001,60.8614,44.5405,0.3168,74.1531,1.818
1588747768021,60.8449,43.9045,0.3169,74.1697,1.818
1588747768041,60.8119,41.9158,0.3169,74.1862,1.8
1588747768061,60.8284,44.441,0.3171,74.2192,1.8
1588747768081,60.7293,42.4852,0.3173,74.2687,1.8
1588747768101,60.7788,42.2712,0.3174,74.3018,1.719
1588747768121,60.7623,43.704,0.3175,74.3348,1.719
1588747768141,60.7458,43.773,0.3175,74.3348,1.719
1588747768161,60.6963,44.2158,0.3175,74.3183,1.719
1588747768181,60.6798,44.4099,0.3174,74.3018,1.723
1588747768201,60.6632,44.1705,0.3172,74.2522,1.723
1588747768221,60.6632,44.4923,0.3169,74.1862,1.723
1588747768241,60.6632,44.1683,0.3166,74.1201,1.751
1588747768261,60.6467,44.846,0.3164,74.0541,1.751
1588747768281,60.6467,45.6788,0.3161,73.988,1.751
1588747768301,60.6137,45.5082,0.3159,73.955,1.755
1588747768321,60.6302,45.6337,0.3158,73.922,1.755
1588747768341,60.6302,45.4824,0.3158,73.922,1.755
1588747768361,60.6467,46.2802,0.3158,73.9385,1.755
1588747768381,60.6467,46.6475,0.316,73.9715,1.741
1588747768401,60.6302,46.6101,0.3161,74.0211,1.741
1588747768421,60.5807,46.4916,0.3163,74.0541,1.741
1588747768441,60.5146,46.9828,0.3163,74.0706,1.741
1588747768461,60.4981,45.8607,0.3163,74.0541,1.741
1588747768481,60.4816,47.6094,0.3163,74.0706,1.764
1588747768501,60.4816,45.9982,0.3163,74.0541,1.764
1588747768521,60.4651,47.0507,0.3162,74.0376,1.764
1588747768541,60.4321,47.1793,0.3162,74.0376,1.8
1588747768561,60.4651,46.7004,0.3162,74.0541,1.8
1588747768581,60.4816,45.5085,0.3164,74.0706,1.8
1588747768601,60.5312,44.9507,0.3165,74.1036,1.986
1588747768621,60.5807,45.9055,0.3166,74.1366,1.986
1588747768641,60.6467,46.8551,0.3168,74.1862,1.986
1588747768661,60.6137,46.8812,0.317,74.2192,1.986
1588747768681,60.5807,44.5279,0.3171,74.2522,1.84
1588747768701,60.5477,45.6982,0.3172,74.2687,1.84
